# Single SKU Max Power Table (unit is 1 dBm)                                                   
# 2.4G Channel                                                   
Band: 2.4G MaxPower_4T MaxPower_3T MaxPower_2T                                                
Ch1 20 30 30                                                
Ch2 20 30 30                                                
Ch3 20 30 30                                                
Ch4 20 30 30                                                
Ch5 20 30 30                                                
Ch6 20 30 30                                                
Ch7 20 30 30                                                
Ch8 20 30 30                                                
Ch9 20 30 30                                                
Ch10 20 30 30                                                
Ch11 20 30 30                                                
Ch12 20 30 30                                                
Ch13 20 30 30                                                
Ch14 20 30 30                                                
                                                   
# 5G Channel                                                   
Band: 5G MaxPower_4T MaxPower_3T MaxPower_2T                                                
Ch184 8 30 30                                                
Ch188 8 30 30                                                
Ch192 8 30 30                                                
Ch196 8 30 30                                                
Ch8 8 30 30                                                
Ch12 8 30 30                                                
Ch16 7 30 30                                                
Ch36 22 30 30                                                
Ch40 22 30 30                                                
Ch44 22 30 30                                                
Ch48 22 30 30                                                
Ch52 22 30 30                                                
Ch56 22 30 30                                                
Ch60 22 30 30                                                
Ch64 22 30 30                                                
Ch68 22 30 30                                                
Ch72 22 30 30                                                
Ch76 22 30 30                                                
Ch80 22 30 30                                                
Ch84 22 30 30                                                
Ch88 22 30 30                                                
Ch92 22 30 30                                                
Ch96 22 30 30                                                
Ch100 22 30 30                                                
Ch104 22 30 30                                                
Ch108 22 30 30                                                
Ch112 22 30 30                                                
Ch116 22 30 30                                                
Ch120 22 30 30                                                
Ch124 22 30 30                                                
Ch128 22 30 30                                                
Ch132 22 30 30                                                
Ch136 22 30 30                                                
Ch140 22 30 30                                                
Ch144 22 30 30                                                
Ch149 22 30 30                                                
Ch153 22 30 30                                                
Ch157 22 30 30                                                
Ch161 22 30 30                                                
Ch165 22 30 30                                                
Ch169 22 30 30                                                
Ch173 22 30 30                                                
Ch177 22 30 30                                                
Ch181 22 30 30                                                
                                                   
                                                   
                                                   
                                                   
                                                   
                                                   
                                                   
