# Single SKU Max Power Table (unit is 0.5dBm)                                                      
# 2.4G Channel CCK    OFDM        VHT20          VHT40          Txstream_Delta                     
Band: 2.4G CCK_1M CCK_2M CCK_5.5M CCK_11M OFDM_6M OFDM_9M OFDM_12M OFDM_18M OFDM_24M OFDM_36M OFDM_48M OFDM_54M VHT20_MCS0 VHT20_MCS1 VHT20_MCS2 VHT20_MCS3 VHT20_MCS4 VHT20_MCS5 VHT20_MCS6 VHT20_MCS7 VHT20_MCS8 VHT20_MCS9 VHT40_MCS0 VHT40_MCS1 VHT40_MCS2 VHT40_MCS3 VHT40_MCS4 VHT40_MCS5 VHT40_MCS6 VHT40_MCS7 VHT40_MCS8 VHT40_MCS9 Txstream_3T Txstream_2T Txstream_1T                   
Ch1 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 2 1 3                   
Ch2 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 5 4 0                   
Ch3 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 0 2 0                   
Ch4 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 3 4 5                   
Ch5 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 4 5 3                   
Ch6 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 5 2 1                   
Ch7 13  13  21  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 2 5 4                   
Ch8 13  13  13  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 5 5 3                   
Ch9 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 2 5 3                   
Ch10 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 2 4 2                   
Ch11 13  13  21  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 3 1 4                   
Ch12 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 0 0 1                   
Ch13 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 2 0 2                   
Ch14 13  13  12  8  8  8 8 10 12  14  16  18 20 22 9 11  13  15  17 19 21 4 1 5                   
                                                      
# 5G Channel OFDM        VHT20          VHT40          VHT80          VHT160          Txstream_Delta     
Band: 5G OFDM_6M OFDM_9M OFDM_12M OFDM_18M OFDM_24M OFDM_36M OFDM_48M OFDM_54M VHT20_MCS0 VHT20_MCS1 VHT20_MCS2 VHT20_MCS3 VHT20_MCS4 VHT20_MCS5 VHT20_MCS6 VHT20_MCS7 VHT20_MCS8 VHT20_MCS9 VHT40_MCS0 VHT40_MCS1 VHT40_MCS2 VHT40_MCS3 VHT40_MCS4 VHT40_MCS5 VHT40_MCS6 VHT40_MCS7 VHT40_MCS8 VHT40_MCS9 VHT80_MCS0 VHT80_MCS1 VHT80_MCS2 VHT80_MCS3 VHT80_MCS4 VHT80_MCS5 VHT80_MCS6 VHT80_MCS7 VHT80_MCS8 VHT80_MCS9 VHT160_MCS0 VHT160_MCS1 VHT160_MCS2 VHT160_MCS3 VHT160_MCS4 VHT160_MCS5 VHT160_MCS6 VHT160_MCS7 VHT160_MCS8 VHT160_MCS9 Txstream_3T Txstream_2T Txstream_1T   
Ch184 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 0 4 4   
Ch188 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 5 2 0   
Ch192 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 0 2 0   
Ch196 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 4 3 2   
Ch8 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 4 3 3   
Ch12 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 1 3 4   
Ch16 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 2 2 2   
Ch36 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 5 1 2   
Ch40 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 3 1 1   
Ch44 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 0 0 0   
Ch48 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 5 5 0   
Ch52 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 4 3 4   
Ch56 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 0 3 3   
Ch60 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 4 1 2   
Ch64 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 2 1 4   
Ch68 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 3 3 1   
Ch72 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 4 3 1   
Ch76 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 1 3 3   
Ch80 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 0 4 2   
Ch84 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 3 2 5   
Ch88 18  18  18  18 18 10 12  14  16  18 20 22 9 11  13  15  17 19 21 8 10  12  14  16 18 20 7 9  11  13  15 17 19 5 5 1   
